,"Ship FY
",Grand Total,Grand Total,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016
SAV Account,Product ID,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value,Item Qty,Total Value
OK-UNIVERSITY OF OKLAHOMA,WS-C3560G-24PS-S,1,6200 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-C3750G-48PS-S,19,324900 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34200,14,239400,2,34200,1,17100,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,CP-7945G=,1,565 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-C3560G-48PS-S,174,1827000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10500,22,231000,57,598500,31,325500,34,357000,14,147000,15,157500,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,AIR-CAP3602I-A-K9,104,171080 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,162855,5,8225,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-C3750G-48TS-S,2,30800 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-C3560-48PS-S,12,77940 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,58455,1,6495,0,0,0,0,0,0,2,12990,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-C3548-XL-EN,29,144855 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,84915,12,59940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,SFP-10G-LR=,88,351560 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,63920,14,55930,38,151810,4,15980,16,63920,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-C3750X-48P-L,14,168000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24000,9,108000,0,0,3,36000,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,WS-SUP720-3B,6,198000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,132000,0,0,2,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK-UNIVERSITY OF OKLAHOMA,AIR-LAP1131AG-A-K9,608,467552 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,42295,108,83052,341,262229,69,53061,25,19225,10,7690,0,0,0,0,0,0,0,0
